rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
1992,4091,1987,12,10,yes,other,yes,no,2.2822923897,manufacturing,laborers and farmers,south,28,advanced,intermediate,high
1993,4122,1980,16,0,no,other,yes,no,1.7771725007,professional and related service,"professional, technical and kindred",north east,22,,high,medium
1994,4122,1981,16,1,no,other,yes,no,1.8971199849,professional and related service,"professional, technical and kindred",north east,23,beginner,high,medium
1995,4122,1982,16,2,no,other,yes,no,2.0269756018,professional and related service,"professional, technical and kindred",north east,24,beginner,high,high
1996,4122,1983,16,3,no,other,yes,no,2.1308751968,professional and related service,"professional, technical and kindred",north east,25,beginner,high,high
1997,4122,1984,16,4,no,other,yes,no,2.0454518779,professional and related service,"managers, officials and proprietors",north east,26,intermediate,high,high
1998,4122,1985,16,5,no,other,yes,no,2.2359654057,professional and related service,"professional, technical and kindred",north east,27,intermediate,high,high
1999,4122,1986,16,6,no,other,yes,no,2.1136189935,professional and related service,"professional, technical and kindred",north east,28,intermediate,high,high
2000,4122,1987,16,7,no,other,yes,no,2.1487609971,professional and related service,"professional, technical and kindred",north east,29,intermediate,high,high
2001,4127,1980,10,2,no,other,no,yes,1.1713673303,personal service,service workers,south,18,beginner,intermediate,medium
2002,4127,1981,10,3,no,other,no,no,1.8430527636,personal service,service workers,south,19,beginner,intermediate,medium
2003,4127,1982,10,4,no,other,no,no,1.1611687753,personal service,clerical and kindred,south,20,intermediate,intermediate,medium
2004,4127,1983,10,5,no,other,no,no,0.9177725985,trade,"craftsmen, foremen and kindred",south,21,intermediate,intermediate,medium
2005,4127,1984,10,6,no,other,no,no,0.9271023925,trade,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
2006,4127,1985,10,7,no,other,no,no,1.4558068481,trade,sales workers,south,23,intermediate,intermediate,medium
2007,4127,1986,10,8,no,other,no,no,1.3732189281,trade,laborers and farmers,south,24,intermediate,intermediate,medium
2008,4127,1987,10,9,no,other,no,no,1.4484453271,business and repair service,"craftsmen, foremen and kindred",south,25,advanced,intermediate,medium
2009,4128,1980,12,4,yes,other,no,no,0.9933319106,construction,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
2010,4128,1981,12,5,yes,other,no,no,0.9846680293,trade,clerical and kindred,south,23,intermediate,intermediate,medium
2011,4128,1982,12,6,yes,other,no,no,1.2421373776,construction,laborers and farmers,south,24,intermediate,intermediate,medium
2012,4128,1983,12,7,yes,other,no,no,1.7848335092,construction,laborers and farmers,south,25,intermediate,intermediate,medium
2013,4128,1984,12,8,yes,other,no,no,1.8336850136,construction,"professional, technical and kindred",south,26,intermediate,intermediate,medium
2014,4128,1985,12,9,no,other,no,no,1.5170540882,construction,laborers and farmers,south,27,advanced,intermediate,medium
2015,4128,1986,12,10,yes,other,no,no,1.6281111777,construction,laborers and farmers,south,28,advanced,intermediate,medium
2016,4128,1987,12,11,yes,other,no,no,1.4266262797,construction,laborers and farmers,south,29,advanced,intermediate,medium
2017,4159,1980,11,2,yes,other,no,no,1.6804583482,transportation,clerical and kindred,south,19,beginner,intermediate,medium
2018,4159,1981,11,3,yes,other,no,no,2.2900063108,transportation,clerical and kindred,south,20,beginner,intermediate,high
2019,4159,1982,11,4,yes,other,no,no,2.0285794514,business and repair service,laborers and farmers,south,21,intermediate,intermediate,high
2020,4159,1983,11,5,yes,other,yes,no,1.7586487302,transportation,clerical and kindred,south,22,intermediate,intermediate,medium
2021,4159,1984,11,6,yes,other,yes,no,2.0030926041,transportation,operatives and kindred,south,23,intermediate,intermediate,high
2022,4159,1985,11,7,no,other,no,no,1.4745948804,trade,sales workers,south,24,intermediate,intermediate,medium
2023,4159,1986,11,8,no,other,yes,no,2.3520300169,trade,sales workers,south,25,intermediate,intermediate,high
2024,4159,1987,11,9,no,other,yes,no,1.3884745137,business and repair service,"craftsmen, foremen and kindred",south,26,advanced,intermediate,medium
2025,4204,1980,11,4,yes,black,no,no,1.195795221,personal service,service workers,south,21,intermediate,intermediate,medium
2026,4204,1981,11,5,no,black,no,no,1.3973553085,transportation,laborers and farmers,south,22,intermediate,intermediate,medium
2027,4204,1982,11,6,no,black,no,no,1.5178944872,trade,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
2028,4204,1983,11,7,no,black,yes,no,1.7860347105,trade,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
2029,4204,1984,11,8,no,black,no,no,1.2517634682,trade,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
2030,4204,1985,11,9,no,black,no,no,1.3062270384,transportation,laborers and farmers,south,26,advanced,intermediate,medium
2031,4204,1986,11,10,no,black,no,no,1.4481963609,trade,"craftsmen, foremen and kindred",south,27,advanced,intermediate,medium
2032,4204,1987,11,11,yes,black,no,no,1.3649765424,trade,"craftsmen, foremen and kindred",south,28,advanced,intermediate,medium
2033,4229,1980,12,2,no,other,no,yes,1.4594835247,trade,service workers,south,20,beginner,intermediate,medium
2034,4229,1981,12,3,no,other,no,no,1.5929086105,trade,service workers,south,21,beginner,intermediate,medium
2035,4229,1982,12,4,no,other,no,no,1.3983669424,trade,"managers, officials and proprietors",south,22,intermediate,intermediate,medium
2036,4229,1983,12,5,no,other,no,no,1.8207202685,trade,"managers, officials and proprietors",south,23,intermediate,intermediate,medium
2037,4229,1984,12,6,no,other,no,no,1.6825463843,trade,"managers, officials and proprietors",south,24,intermediate,intermediate,medium
2038,4229,1985,12,7,no,other,no,no,1.5577756861,trade,"managers, officials and proprietors",south,25,intermediate,intermediate,medium
2039,4229,1986,12,8,no,other,no,no,1.3404291052,trade,"managers, officials and proprietors",south,26,intermediate,intermediate,medium
2040,4229,1987,12,9,no,other,no,no,1.2102749743,trade,"managers, officials and proprietors",south,27,advanced,intermediate,medium
2041,4258,1980,12,2,yes,other,no,no,2.117404487,trade,laborers and farmers,south,20,beginner,intermediate,high
2042,4258,1981,12,3,yes,other,no,no,2.2671926591,trade,laborers and farmers,south,21,beginner,intermediate,high
2043,4258,1982,12,4,yes,other,no,no,1.9912950068,trade,laborers and farmers,south,22,intermediate,intermediate,medium
2044,4258,1983,12,5,yes,other,no,no,2.1405622371,trade,clerical and kindred,south,23,intermediate,intermediate,high
2045,4258,1984,12,6,yes,other,no,no,2.1680542,trade,clerical and kindred,south,24,intermediate,intermediate,high
2046,4258,1985,12,7,yes,other,no,no,1.9365936824,trade,clerical and kindred,south,25,intermediate,intermediate,medium
2047,4258,1986,12,8,yes,other,no,no,1.6010092479,trade,operatives and kindred,south,26,intermediate,intermediate,medium
2048,4258,1987,12,9,yes,other,no,no,1.7113335383,trade,laborers and farmers,south,27,advanced,intermediate,medium
2049,4261,1980,6,9,no,other,yes,no,1.8541517238,construction,"craftsmen, foremen and kindred",south,21,advanced,low,medium
2050,4261,1981,6,10,no,other,yes,no,1.8051297038,construction,"craftsmen, foremen and kindred",south,22,advanced,low,medium
2051,4261,1982,6,11,no,other,no,no,1.8728249219,business and repair service,"craftsmen, foremen and kindred",south,23,advanced,low,medium
2052,4261,1983,6,12,no,other,yes,no,1.9781124422,trade,"craftsmen, foremen and kindred",south,24,advanced,low,medium
2053,4261,1984,6,13,yes,other,no,no,1.9994079394,trade,"craftsmen, foremen and kindred",south,25,expert,low,medium
2054,4261,1985,6,14,no,other,no,no,2.1887463337,construction,"craftsmen, foremen and kindred",south,26,expert,low,high
2055,4261,1986,6,15,no,other,no,no,2.0743982803,construction,"craftsmen, foremen and kindred",south,27,expert,low,high
2056,4261,1987,6,16,no,other,no,no,1.5048848655,business and repair service,"craftsmen, foremen and kindred",south,28,expert,low,medium
2057,4264,1980,10,4,no,hisp,yes,no,1.2293911704,manufacturing,operatives and kindred,south,20,intermediate,intermediate,medium
2058,4264,1981,10,5,no,hisp,yes,no,1.4183408705,trade,laborers and farmers,south,21,intermediate,intermediate,medium
2059,4264,1982,10,6,yes,hisp,yes,no,1.0703922462,trade,laborers and farmers,south,22,intermediate,intermediate,medium
2060,4264,1983,10,7,no,hisp,yes,no,0.8207249029,trade,laborers and farmers,south,23,intermediate,intermediate,medium
2061,4264,1984,10,8,no,hisp,yes,no,1.236495996,trade,"managers, officials and proprietors",south,24,intermediate,intermediate,medium
2062,4264,1985,10,9,no,hisp,yes,no,1.2915037968,trade,operatives and kindred,south,25,advanced,intermediate,medium
2063,4264,1986,10,10,no,hisp,yes,no,1.3602317325,trade,"craftsmen, foremen and kindred",south,26,advanced,intermediate,medium
2064,4264,1987,10,11,no,hisp,no,no,1.0346708207,trade,service workers,south,27,advanced,intermediate,medium
2065,4278,1980,12,3,no,other,yes,no,1.8022478061,construction,"craftsmen, foremen and kindred",south,21,beginner,intermediate,medium
2066,4278,1981,12,4,no,other,yes,no,1.7853285789,construction,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
2067,4278,1982,12,5,no,other,yes,no,1.8156665081,construction,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
2068,4278,1983,12,6,no,other,yes,no,1.8759829472,construction,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
2069,4278,1984,12,7,no,other,yes,no,1.8003294199,trade,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
2070,4278,1985,12,8,no,other,yes,no,1.8200289977,construction,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,medium
2071,4278,1986,12,9,no,other,yes,no,1.4755315901,construction,"craftsmen, foremen and kindred",south,27,advanced,intermediate,medium
2072,4278,1987,12,10,no,other,yes,no,1.8002161792,manufacturing,"craftsmen, foremen and kindred",south,28,advanced,intermediate,medium
2073,4297,1980,12,2,yes,other,no,no,2.1127088118,manufacturing,operatives and kindred,south,20,beginner,intermediate,high
2074,4297,1981,12,3,no,other,no,no,2.2292538199,trade,operatives and kindred,south,21,beginner,intermediate,high
2075,4297,1982,12,4,no,other,yes,no,1.5336091994,manufacturing,sales workers,south,22,intermediate,intermediate,medium
2076,4297,1983,12,5,no,other,yes,no,1.6383987117,manufacturing,"managers, officials and proprietors",south,23,intermediate,intermediate,medium
2077,4297,1984,12,6,no,other,yes,no,1.6990276104,manufacturing,"managers, officials and proprietors",south,24,intermediate,intermediate,medium
2078,4297,1985,12,7,no,other,no,no,1.6175688382,manufacturing,sales workers,south,25,intermediate,intermediate,medium
2079,4297,1986,12,8,no,other,yes,no,1.6309123,manufacturing,"managers, officials and proprietors",south,26,intermediate,intermediate,medium
2080,4297,1987,12,9,no,other,yes,no,1.7045272833,manufacturing,sales workers,south,27,advanced,intermediate,medium
2081,4302,1980,11,2,no,other,no,no,1.0619525443,trade,clerical and kindred,south,19,beginner,intermediate,medium
2082,4302,1981,11,3,no,other,no,no,1.0168228557,trade,sales workers,south,20,beginner,intermediate,medium
2083,4302,1982,11,4,no,other,no,no,1.2442162625,trade,clerical and kindred,south,21,intermediate,intermediate,medium
2084,4302,1983,11,5,no,other,no,no,1.1694640296,trade,sales workers,south,22,intermediate,intermediate,medium
2085,4302,1984,11,6,no,other,no,no,1.1058095555,trade,clerical and kindred,south,23,intermediate,intermediate,medium
2086,4302,1985,11,7,no,other,no,no,0.6375773294,trade,clerical and kindred,south,24,intermediate,intermediate,medium
2087,4302,1986,11,8,no,other,no,no,0.6095415967,trade,sales workers,south,25,intermediate,intermediate,medium
2088,4302,1987,11,9,no,other,yes,no,1.7157484257,professional and related service,"professional, technical and kindred",south,26,advanced,intermediate,medium
2089,4321,1980,11,1,no,hisp,no,no,1.7212929016,trade,operatives and kindred,south,18,beginner,intermediate,medium
2090,4321,1981,11,2,yes,hisp,yes,no,1.9816092924,trade,laborers and farmers,south,19,beginner,intermediate,medium
2091,4321,1982,11,3,no,hisp,yes,no,1.2096555875,trade,operatives and kindred,south,20,beginner,intermediate,medium
2092,4321,1983,11,4,yes,hisp,no,no,1.4672868185,manufacturing,operatives and kindred,south,21,intermediate,intermediate,medium
2093,4321,1984,11,5,yes,hisp,yes,no,1.7975477769,manufacturing,operatives and kindred,south,22,intermediate,intermediate,medium
2094,4321,1985,11,6,yes,hisp,yes,no,2.1531046424,manufacturing,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,high
2095,4321,1986,11,7,yes,hisp,yes,no,1.9910166714,transportation,clerical and kindred,south,24,intermediate,intermediate,medium
2096,4321,1987,11,8,yes,hisp,yes,no,2.1838523169,transportation,clerical and kindred,south,25,intermediate,intermediate,high
2097,4328,1980,12,4,no,other,no,no,1.7421125293,business and repair service,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
2098,4328,1981,12,5,no,other,no,no,1.3604126877,trade,operatives and kindred,south,23,intermediate,intermediate,medium
2099,4328,1982,12,6,no,other,no,no,1.2898575435,trade,operatives and kindred,south,24,intermediate,intermediate,medium
2100,4328,1983,12,7,no,other,no,no,1.224947252,entertainment,laborers and farmers,south,25,intermediate,intermediate,medium
2101,4328,1984,12,8,no,other,no,no,1.212542755,entertainment,laborers and farmers,south,26,intermediate,intermediate,medium
2102,4328,1985,12,9,no,other,no,no,1.1337233489,entertainment,laborers and farmers,south,27,advanced,intermediate,medium
2103,4328,1986,12,10,no,other,no,no,1.1128200148,entertainment,laborers and farmers,south,28,advanced,intermediate,medium
